Id,Type,No,Description,Details,Object,ObjectId,Timestamp,Module,Dataset,Machine,InstanceNo,Memory_WorkSet,Memory_Peak,Heap_CY_Results,Heap_Block_Results,HelpId,BatchId
27,Info,7473,,Run time: 00:00:04 [-2000000] [] type: Collect Records,100,-2000000,1/27/22 19:06,99,VLI_VALUATION_202012_S030_PriorAALR,XANM008C003,-1,29824,237228,0,0,0,-2000000
28,Info,8169,,Run time: 00:00:00 [-2000000] [] type: Collect Records,100,-2000000,1/27/22 19:06,99,VLI_VALUATION_202012_S030_PriorAALR,XANM008C003,-1,17808,237228,0,0,0,-2000000
29,Info,7473,,Run time: 00:00:01 [-2000000] [] type: Collect Records,100,-2000000,1/27/22 19:06,99,VLI_VALUATION_202012_S030_PriorAALR,XANM008C003,-1,26024,237228,0,0,0,-2000000
30,Info,8169,,Run time: 00:00:00 [-2000000] [] type: Collect Records,100,-2000000,1/27/22 19:06,99,VLI_VALUATION_202012_S030_PriorAALR,XANM008C003,-1,17900,237228,0,0,0,-2000000
31,Info,7473,,Run time: 00:00:01 [-2000000] [] type: Collect Records,100,-2000000,1/27/22 19:06,99,VLI_VALUATION_202012_S030_PriorAALR,XANM008C003,-1,25848,237228,0,0,0,-2000000
32,Info,8169,,Run time: 00:00:00 [-2000000] [] type: Collect Records,100,-2000000,1/27/22 19:06,99,VLI_VALUATION_202012_S030_PriorAALR,XANM008C003,-1,17760,237228,0,0,0,-2000000
33,Info,7473,,Run time: 00:00:08 [-2000000] [] type: Collect Records,100,-2000000,1/27/22 19:06,99,VLI_VALUATION_202012_S030_PriorAALR,XANM008C003,-1,35024,237228,0,0,0,-2000000
34,Info,8169,,Run time: 00:00:00 [-2000000] [] type: Collect Records,100,-2000000,1/27/22 19:06,99,VLI_VALUATION_202012_S030_PriorAALR,XANM008C003,-1,18136,237228,0,0,0,-2000000
35,Info,7473,,Run time: 00:00:03 [-2000000] [] type: Collect Records,100,-2000000,1/27/22 19:06,99,VLI_VALUATION_202012_S030_PriorAALR,XANM008C003,-1,29296,237228,0,0,0,-2000000
36,Info,8169,,Run time: 00:00:00 [-2000000] [] type: Collect Records,100,-2000000,1/27/22 19:06,99,VLI_VALUATION_202012_S030_PriorAALR,XANM008C003,-1,18184,237228,0,0,0,-2000000
37,Info,7473,,Run time: 00:00:03 [-2000000] [] type: Collect Records,100,-2000000,1/27/22 19:06,99,VLI_VALUATION_202012_S030_PriorAALR,XANM008C003,-1,29248,237228,0,0,0,-2000000
38,Info,8169,,Run time: 00:00:00 [-2000000] [] type: Collect Records,100,-2000000,1/27/22 19:06,99,VLI_VALUATION_202012_S030_PriorAALR,XANM008C003,-1,17912,237228,0,0,0,-2000000
39,Info,7473,,Run time: 00:00:01 [-2000000] [] type: Collect Records,100,-2000000,1/27/22 19:06,99,VLI_VALUATION_202012_S030_PriorAALR,XANM008C003,-1,25820,237228,0,0,0,-2000000
40,Info,8169,,Run time: 00:00:00 [-2000000] [] type: Collect Records,100,-2000000,1/27/22 19:06,99,VLI_VALUATION_202012_S030_PriorAALR,XANM008C003,-1,18164,237228,0,0,0,-2000000
41,Info,7473,,Run time: 00:00:03 [-2000000] [] type: Collect Records,100,-2000000,1/27/22 19:06,99,VLI_VALUATION_202012_S030_PriorAALR,XANM008C003,-1,30116,237228,0,0,0,-2000000
42,Info,7473,,Run time: 00:01:08   step [0002 of 0002] [6] [01.02 BAM to DataLink] type: DataLink Macro,100,6,1/27/22 19:06,99,VLI_VALUATION_202012_S030_PriorAALR,XANM008C003,-1,9080,237228,0,0,0,6
43,Info,7473,,Run time: 00:01:44   step [0003 of 0006] [4] [01.00 Load BAM / Populate Cells] type: Dataset Macro,100,4,1/27/22 19:06,99,VLI_VALUATION_202012_S030_PriorAALR,XANM008C003,-1,5116,237228,0,0,0,4
44,Info,8169,,Run time: 00:00:00   step [0004 of 0006] [8] [02.00 Populate PIT] type: DataLink Macro,100,8,1/27/22 19:06,99,VLI_VALUATION_202012_S030_PriorAALR,XANM008C003,-1,13364,237228,0,0,0,8
45,Info,8169,,Run time: 00:00:00 [-2000000] [] type: Collect Records,100,-2000000,1/27/22 19:06,99,VLI_VALUATION_202012_S030_PriorAALR,XANM008C003,-1,35512,237228,0,0,0,-2000000
46,Info,7473,,Run time: 00:00:09 [-2000000] [] type: Collect Records,100,-2000000,1/27/22 19:06,99,VLI_VALUATION_202012_S030_PriorAALR,XANM008C003,-1,46748,237228,0,0,0,-2000000
47,Info,8169,,Run time: 00:00:00 [-2000000] [] type: Collect Records,100,-2000000,1/27/22 19:07,99,VLI_VALUATION_202012_S030_PriorAALR,XANM008C003,-1,26100,237228,0,0,0,-2000000
48,Info,7473,,Run time: 00:00:03 [-2000000] [] type: Collect Records,100,-2000000,1/27/22 19:07,99,VLI_VALUATION_202012_S030_PriorAALR,XANM008C003,-1,37416,237228,0,0,0,-2000000
49,Info,8169,,Run time: 00:00:00 [9] [02.01 Do Not Export] type: Cross Table Formula,100,9,1/27/22 19:07,99,VLI_VALUATION_202012_S030_PriorAALR,XANM008C003,-1,43212,237228,0,0,0,9
50,Info,7473,,Run time: 00:00:08 [9] [02.01 Do Not Export] type: Cross Table Formula,100,9,1/27/22 19:07,99,VLI_VALUATION_202012_S030_PriorAALR,XANM008C003,-1,46228,237228,0,0,0,9
51,Info,7473,,Run time: 00:01:01   step [0004 of 0006] [8] [02.00 Populate PIT] type: DataLink Macro,100,8,1/27/22 19:07,99,VLI_VALUATION_202012_S030_PriorAALR,XANM008C003,-1,6732,237228,0,0,0,8
52,Info,8169,,Run time: 00:00:00   step [0005 of 0006] [10] [03.00 Populate Current Fund Values] type: DataLink Macro,100,10,1/27/22 19:07,99,VLI_VALUATION_202012_S030_PriorAALR,XANM008C003,-1,13408,237228,0,0,0,10
53,Info,8169,,Run time: 00:00:00 [-2000000] [] type: Collect Records,100,-2000000,1/27/22 19:07,99,VLI_VALUATION_202012_S030_PriorAALR,XANM008C003,-1,30244,237228,0,0,0,-2000000
54,Info,7473,,Run time: 00:00:03 [-2000000] [] type: Collect Records,100,-2000000,1/27/22 19:07,99,VLI_VALUATION_202012_S030_PriorAALR,XANM008C003,-1,36776,237228,0,0,0,-2000000
55,Info,7473,,Run time: 00:00:07   step [0005 of 0006] [10] [03.00 Populate Current Fund Values] type: DataLink Macro,100,10,1/27/22 19:07,99,VLI_VALUATION_202012_S030_PriorAALR,XANM008C003,-1,19556,237228,0,0,0,10
56,Info,8169,,Run time: 00:00:00   step [0006 of 0006] [15] [09.00 EXPORT DataLink] type: DataLink Macro,100,15,1/27/22 19:07,99,VLI_VALUATION_202012_S030_PriorAALR,XANM008C003,-1,13496,237228,0,0,0,15
57,Info,7473,,Run time: 00:00:32   step [0006 of 0006] [15] [09.00 EXPORT DataLink] type: DataLink Macro,100,15,1/27/22 19:08,99,VLI_VALUATION_202012_S030_PriorAALR,XANM008C003,-1,55860,237228,0,0,0,15
58,Info,7473,,Run time: 00:03:40 [1] [00.00 Run Datalink All] type: Dataset Macro,100,1,1/27/22 19:08,99,VLI_VALUATION_202012_S030_PriorAALR,XANM008C003,-1,13272,237228,0,0,0,1
